gsm,type,geo_id,platform.new,drug_name,DiseaseState,cell_type,TissueID,TissueName,ale_text_sex,ale_expr_sex,ale_expr_sex_post,cell_line
GSM1575990,ctrl,GSE64638,GPL6883,gentamycin|L-glutamine|messenger RNA|N-formyl-L-methionyl-L-leucyl-L-phenylalanine,0,"Basophils|Cells|Cells [Chemical/Ingredient]|Entire cell|Hybridomas|IgE immunoglobulin complex, circulating|Media layer|Nerve|peripheral blood|Serum",129,basophil,,NA,NA,FALSE
GSM1151580,ctrl,GSE47527,GPL6480,,NA,Cells|Cultured Cell Line|Fibroblasts|Lung,NA,NA,NA,NA,NA,NA
GSM1151581,ctrl,GSE47527,GPL6480,,NA,Cells|Cultured Cell Line|Fibroblasts|Lung,NA,NA,NA,NA,NA,NA
GSM1151582,ctrl,GSE47527,GPL6480,,NA,Cells|Cultured Cell Line|Fibroblasts|Lung,NA,NA,NA,NA,NA,NA
GSM1133722,ctrl,GSE46671,GPL6947,mycophenolic acid,1,Cells [Chemical/Ingredient]|Cultured Cell Line|Stomach,0,"tissues, cell types and enzyme sources",,female,0.972638489,NA
GSM1133723,ctrl,GSE46671,GPL6947,mycophenolic acid,1,Cells [Chemical/Ingredient]|Cultured Cell Line|Stomach,0,"tissues, cell types and enzyme sources",,female,0.975886869,NA
GSM1133724,ctrl,GSE46671,GPL6947,mycophenolic acid,1,Cells [Chemical/Ingredient]|Cultured Cell Line|Stomach,0,"tissues, cell types and enzyme sources",,female,0.952448127,NA
GSM1133725,ctrl,GSE46671,GPL6947,mycophenolic acid,1,Cells [Chemical/Ingredient]|Cultured Cell Line|Stomach,0,"tissues, cell types and enzyme sources",,female,0.976075156,NA
GSM651310,ctrl,GSE26487,GPL8300,dexamethasone|glucocorticoid,0,Cells|Epidermis|keratinocyte,667,keratinocyte,,NA,NA,FALSE
GSM651320,ctrl,GSE26487,GPL8300,dexamethasone|glucocorticoid,0,Cells|Epidermis|keratinocyte,667,keratinocyte,,NA,NA,FALSE
GSM548551,ctrl,GSE22061,GPL570,histone deacetylase inhibitor|romidepsin|solvent,1,"Cells [Chemical/Ingredient]|Colon structure (body structure)|Cultured Cell Line|HCT116 Cells|Malignant Epithelial Cell|Tumor cells, malignant",269,colon,,female,0.577207027,FALSE
GSM548552,ctrl,GSE22061,GPL570,histone deacetylase inhibitor|romidepsin|solvent,1,"Cells [Chemical/Ingredient]|Colon structure (body structure)|Cultured Cell Line|HCT116 Cells|Malignant Epithelial Cell|Tumor cells, malignant",269,colon,,male,0.517871316,FALSE
GSM372018,ctrl,GSE14886,GPL570,(+)-dexrazoxane|doxorubicin(1+)|doxycycline|tetracycline,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell,NA,NA,NA,female,0.610483258,NA
GSM373559,ctrl,GSE14886,GPL570,(+)-dexrazoxane|doxorubicin(1+)|doxycycline|tetracycline,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell,NA,NA,NA,female,0.565065588,NA
GSM373560,ctrl,GSE14886,GPL570,(+)-dexrazoxane|doxorubicin(1+)|doxycycline|tetracycline,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell,NA,NA,NA,male,0.573663313,NA
GSM373561,ctrl,GSE14886,GPL570,(+)-dexrazoxane|doxorubicin(1+)|doxycycline|tetracycline,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell,NA,NA,NA,male,0.581665201,NA
GSM1068337,ctrl,GSE43692,GPL10558,daidzein|dimethyl sulfoxide|genistein,NA,Cells|Cultured Cell Line|Fibroblasts,NA,NA,NA,NA,NA,NA
GSM1068401,ctrl,GSE43692,GPL10558,daidzein|dimethyl sulfoxide|genistein,NA,Cells|Cultured Cell Line|Fibroblasts,NA,NA,NA,NA,NA,NA
GSM1068417,ctrl,GSE43692,GPL10558,daidzein|dimethyl sulfoxide|genistein,NA,Cells|Cultured Cell Line|Fibroblasts,NA,NA,NA,NA,NA,NA
GSM823032,ctrl,GSE33264,GPL4133,,NA,Cells [Chemical/Ingredient]|Cultured Cell Line,NA,NA,NA,NA,NA,NA
GSM823033,ctrl,GSE33264,GPL4133,,NA,Cells [Chemical/Ingredient]|Cultured Cell Line,NA,NA,NA,NA,NA,NA
GSM823034,ctrl,GSE33264,GPL4133,,NA,Cells [Chemical/Ingredient]|Cultured Cell Line,NA,NA,NA,NA,NA,NA
GSM1249683,ctrl,GSE51627,GPL571,zebularine,1,Cells|Cultured Cell Line|Malignant Epithelial Cell,383,renal cell carcinoma cell line,,NA,NA,TRUE
GSM1249685,ctrl,GSE51627,GPL571,zebularine,1,Cells|Cultured Cell Line|Malignant Epithelial Cell,383,renal cell carcinoma cell line,,NA,NA,TRUE
GSM1249687,ctrl,GSE51627,GPL571,zebularine,1,Cells|Cultured Cell Line|Malignant Epithelial Cell,383,renal cell carcinoma cell line,,NA,NA,TRUE
GSM1503042,ctrl,GSE61364,GPL4685,"(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile|4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor",1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast,149,breast,,NA,NA,FALSE
GSM1503074,ctrl,GSE61364,GPL4685,"(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile|4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor",1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast,149,breast,,NA,NA,FALSE
GSM1022248,ctrl,GSE41754,GPL10558,inhibitor,1,Cultured Cell Line|Entire cell|Malignant Epithelial Cell|Urinary Bladder,1615,colorectal cancer cell,,NA,NA,FALSE
GSM1022249,ctrl,GSE41754,GPL10558,inhibitor,1,Cultured Cell Line|Entire cell|Malignant Epithelial Cell|Urinary Bladder,1615,colorectal cancer cell,,NA,NA,FALSE
GSM1576672,ctrl,GSE64667,GPL6244,L-methionine,NA,"Body tissue|Cell Line, Tumor|Cells|Cultured Cell Line|Flank (surface region)|Glioblastoma",NA,NA,NA,NA,NA,NA
GSM1576673,ctrl,GSE64667,GPL6244,L-methionine,NA,"Body tissue|Cell Line, Tumor|Cells|Cultured Cell Line|Flank (surface region)|Glioblastoma",NA,NA,NA,NA,NA,NA
GSM1576674,ctrl,GSE64667,GPL6244,L-methionine,NA,"Body tissue|Cell Line, Tumor|Cells|Cultured Cell Line|Flank (surface region)|Glioblastoma",NA,NA,NA,NA,NA,NA
GSM1576666,ctrl,GSE64667,GPL6244,L-methionine,NA,"Body tissue|Cell Line, Tumor|Cells|Cultured Cell Line|Flank (surface region)|Glioblastoma",NA,NA,NA,NA,NA,NA
GSM1576667,ctrl,GSE64667,GPL6244,L-methionine,NA,"Body tissue|Cell Line, Tumor|Cells|Cultured Cell Line|Flank (surface region)|Glioblastoma",NA,NA,NA,NA,NA,NA
GSM1576668,ctrl,GSE64667,GPL6244,L-methionine,NA,"Body tissue|Cell Line, Tumor|Cells|Cultured Cell Line|Flank (surface region)|Glioblastoma",NA,NA,NA,NA,NA,NA
GSM1503022,ctrl,GSE61364,GPL4685,"(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile|4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor",1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast,149,breast,,NA,NA,FALSE
GSM1503054,ctrl,GSE61364,GPL4685,"(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile|4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor",1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast,149,breast,,NA,NA,FALSE
GSM609400,ctrl,GSE24743,GPL570,dimethyl sulfoxide,1,Cultured Cell Line|U937 Cells,1412,U-937 cell,,female,0.735752776,TRUE
GSM609401,ctrl,GSE24743,GPL570,dimethyl sulfoxide,1,Cultured Cell Line|U937 Cells,1412,U-937 cell,,male,0.552442713,TRUE
GSM611564,ctrl,GSE24869,GPL570,leukotriene B4|leukotriene D4(1-),0,Cells|Monocytes,876,monocyte,,male,0.638921712,FALSE
GSM611565,ctrl,GSE24869,GPL570,leukotriene B4|leukotriene D4(1-),0,Cells|Monocytes,876,monocyte,,male,0.905852798,FALSE
GSM611566,ctrl,GSE24869,GPL570,leukotriene B4|leukotriene D4(1-),0,Cells|Monocytes,876,monocyte,,male,0.792225676,FALSE
GSM611567,ctrl,GSE24869,GPL570,leukotriene B4|leukotriene D4(1-),0,Cells|Monocytes,876,monocyte,,female,0.727623167,FALSE
GSM611568,ctrl,GSE24869,GPL570,leukotriene B4|leukotriene D4(1-),0,Cells|Monocytes,876,monocyte,,male,0.795695935,FALSE
GSM604784,ctrl,GSE24526,GPL6884,dimethyl sulfoxide|leflunomide,1,"Body tissue|Cells [Chemical/Ingredient]|Cultured Cell Line|Melanoma Cell|Tumor cells, malignant",849,melanoma cell line,,NA,NA,TRUE
GSM604785,ctrl,GSE24526,GPL6884,dimethyl sulfoxide|leflunomide,1,"Body tissue|Cells [Chemical/Ingredient]|Cultured Cell Line|Melanoma Cell|Tumor cells, malignant",849,melanoma cell line,,NA,NA,TRUE
GSM604786,ctrl,GSE24526,GPL6884,dimethyl sulfoxide|leflunomide,1,"Body tissue|Cells [Chemical/Ingredient]|Cultured Cell Line|Melanoma Cell|Tumor cells, malignant",849,melanoma cell line,,NA,NA,TRUE
GSM587959,ctrl,GSE23849,GPL570,"Aortic Aneurysm, Abdominal|bortezomib|inhibitor|proteasome inhibitor|protein polypeptide chain",NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Endoplasmic Reticulum|Entire cell|Lymphoma cells|Membrane|Neoplastic Cell,NA,NA,NA,female,0.818854091,NA
GSM587961,ctrl,GSE23849,GPL570,"Aortic Aneurysm, Abdominal|bortezomib|inhibitor|proteasome inhibitor|protein polypeptide chain",NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Endoplasmic Reticulum|Entire cell|Lymphoma cells|Membrane|Neoplastic Cell,NA,NA,NA,female,0.777518419,NA
GSM958224,ctrl,GSE39210,GPL6244,,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Hip region structure,NA,NA,NA,female,0.957633163,NA
GSM958225,ctrl,GSE39210,GPL6244,,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Hip region structure,NA,NA,NA,female,0.961002071,NA
GSM958230,ctrl,GSE39210,GPL6244,,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Hip region structure,NA,NA,NA,female,0.995302489,NA
GSM958231,ctrl,GSE39210,GPL6244,,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Hip region structure,NA,NA,NA,female,0.994482968,NA
GSM350797,ctrl,GSE13926,GPL2986,doxycycline,1,Cells [Chemical/Ingredient]|Clone Cells|Entire breast|MCF-7 Cells,149,breast,,NA,NA,FALSE
GSM350798,ctrl,GSE13926,GPL2986,doxycycline,1,Cells [Chemical/Ingredient]|Clone Cells|Entire breast|MCF-7 Cells,149,breast,,NA,NA,FALSE
GSM1121695,ctrl,GSE46010,GPL6480,,1,"Cells [Chemical/Ingredient]|Cultured Cell Line|MCF-7 Cells|Tumor cells, malignant",176,carcinoma cell,,NA,NA,FALSE
GSM1121696,ctrl,GSE46010,GPL6480,,1,"Cells [Chemical/Ingredient]|Cultured Cell Line|MCF-7 Cells|Tumor cells, malignant",176,carcinoma cell,,NA,NA,FALSE
GSM1121697,ctrl,GSE46010,GPL6480,,1,"Cells [Chemical/Ingredient]|Cultured Cell Line|MCF-7 Cells|Tumor cells, malignant",176,carcinoma cell,,NA,NA,FALSE
GSM1624810,ctrl,GSE66549,GPL6244,cisplatin|N(6)-(1-carboxyethyl)-L-lysine|platinum,1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Squamous epithelial cell,0,"tissues, cell types and enzyme sources",,female,0.926237738,NA
GSM1624811,ctrl,GSE66549,GPL6244,cisplatin|N(6)-(1-carboxyethyl)-L-lysine|platinum,1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Squamous epithelial cell,0,"tissues, cell types and enzyme sources",,female,0.941722479,NA
GSM1624806,ctrl,GSE66549,GPL6244,cisplatin|N(6)-(1-carboxyethyl)-L-lysine|platinum,1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Squamous epithelial cell,0,"tissues, cell types and enzyme sources",,female,0.802224091,NA
GSM1624807,ctrl,GSE66549,GPL6244,cisplatin|N(6)-(1-carboxyethyl)-L-lysine|platinum,1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Squamous epithelial cell,0,"tissues, cell types and enzyme sources",,female,0.83983399,NA
GSM1014999,ctrl,GSE41332,GPL6244,13-cis-retinal|D-glucopyranose,0,Cells|Cultured Cell Line|Epithelial Cells,4910,retinal pigment epithelium cell,,male,0.866438626,FALSE
GSM1015000,ctrl,GSE41332,GPL6244,13-cis-retinal|D-glucopyranose,0,Cells|Cultured Cell Line|Epithelial Cells,4910,retinal pigment epithelium cell,,male,0.961661732,FALSE
GSM1015001,ctrl,GSE41332,GPL6244,13-cis-retinal|D-glucopyranose,0,Cells|Cultured Cell Line|Epithelial Cells,4910,retinal pigment epithelium cell,,male,0.98855007,FALSE
GSM1015002,ctrl,GSE41332,GPL6244,13-cis-retinal|D-glucopyranose,0,Cells|Cultured Cell Line|Epithelial Cells,4910,retinal pigment epithelium cell,,male,0.972719719,FALSE
GSM1015007,ctrl,GSE41332,GPL6244,13-cis-retinal|D-glucopyranose,0,Cells|Cultured Cell Line|Epithelial Cells,4910,retinal pigment epithelium cell,,male,0.865525439,FALSE
GSM1015008,ctrl,GSE41332,GPL6244,13-cis-retinal|D-glucopyranose,0,Cells|Cultured Cell Line|Epithelial Cells,4910,retinal pigment epithelium cell,,male,0.941703618,FALSE
GSM1015009,ctrl,GSE41332,GPL6244,13-cis-retinal|D-glucopyranose,0,Cells|Cultured Cell Line|Epithelial Cells,4910,retinal pigment epithelium cell,,male,0.874278593,FALSE
GSM1015010,ctrl,GSE41332,GPL6244,13-cis-retinal|D-glucopyranose,0,Cells|Cultured Cell Line|Epithelial Cells,4910,retinal pigment epithelium cell,,male,0.891590864,FALSE
GSM357546,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357549,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357602,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357608,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357610,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357613,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357706,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357711,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357716,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357719,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357728,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM357764,ctrl,GSE14312,GPL4133,,0,Adipocytes|Cells [Chemical/Ingredient]|macrophage|Media layer,443,adipocyte,,NA,NA,FALSE
GSM1081193,ctrl,GSE44245,GPL570,,0,Cells|Lymphocyte,775,lymphocyte,,male,0.998109898,FALSE
GSM1081194,ctrl,GSE44245,GPL570,,0,Cells|Lymphocyte,775,lymphocyte,,male,0.996489317,FALSE
GSM1081195,ctrl,GSE44245,GPL570,,0,Cells|Lymphocyte,775,lymphocyte,,male,0.702902002,FALSE
GSM360050,ctrl,GSE14808,GPL2895,17beta-estradiol|ethanol|penicillin|puromycin|streptomycin,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Fetus|Monocytes|Serum|Stromal Cells,316,culture medium,,NA,NA,FALSE
GSM366623,ctrl,GSE14808,GPL2895,17beta-estradiol|ethanol|penicillin|puromycin|streptomycin,0,Cells [Chemical/Ingredient]|Cultured Cell Line|Fetus|Monocytes|Serum|Stromal Cells,316,culture medium,,NA,NA,FALSE
GSM1503034,ctrl,GSE61364,GPL4685,"(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile|4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor",1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast,149,breast,,NA,NA,FALSE
GSM1503066,ctrl,GSE61364,GPL4685,"(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile|4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor",1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast,149,breast,,NA,NA,FALSE
GSM1503032,ctrl,GSE61364,GPL4685,"(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile|4,4'-diaminodiphenylmethane|inhibitor",1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast,149,breast,,NA,NA,FALSE
GSM1503064,ctrl,GSE61364,GPL4685,"(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile|4,4'-diaminodiphenylmethane|inhibitor",1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast,149,breast,,NA,NA,FALSE
GSM1005596,ctrl,GSE40960,GPL570,,0,Cells|Endothelial Cells|Media layer,1176,endothelial cell,,male,0.91192116,FALSE
GSM1005597,ctrl,GSE40960,GPL570,,0,Cells|Endothelial Cells|Media layer,1176,endothelial cell,,male,0.562750059,FALSE
GSM1005598,ctrl,GSE40960,GPL570,,0,Cells|Endothelial Cells|Media layer,1176,endothelial cell,,male,0.937539646,FALSE
GSM1011037,ctrl,GSE41223,GPL6244,dimethyl sulfoxide|Insulin,0,Adipocytes|Body tissue|Cells|Subcutaneous Fat,4042,subcutaneous adipose tissue,M,male,0.984003721,FALSE
GSM1011038,ctrl,GSE41223,GPL6244,dimethyl sulfoxide|Insulin,0,Adipocytes|Body tissue|Cells|Subcutaneous Fat,4042,subcutaneous adipose tissue,M,male,0.996557799,FALSE
GSM133015,ctrl,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.796693773,FALSE
GSM133017,ctrl,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.77295064,FALSE
GSM1230737,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.922395196,NA
GSM1230738,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.928241741,NA
GSM1230739,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.789766464,NA
GSM960281,ctrl,GSE39293,GPL570,cidofovir(2-),0,Adenocarcinoma Cell|Body tissue|Cells|Cells [Chemical/Ingredient]|Cervix Uteri|Epithelial Cells|Foreskin of penis|HeLa Cells|keratinocyte|Organ,1113,prepuce,M,male,0.806197364,FALSE
GSM960289,ctrl,GSE39293,GPL570,cidofovir(2-),0,Adenocarcinoma Cell|Body tissue|Cells|Cells [Chemical/Ingredient]|Cervix Uteri|Epithelial Cells|Foreskin of penis|HeLa Cells|keratinocyte|Organ,1113,prepuce,M,male,0.82789663,FALSE
GSM960297,ctrl,GSE39293,GPL570,cidofovir(2-),0,Adenocarcinoma Cell|Body tissue|Cells|Cells [Chemical/Ingredient]|Cervix Uteri|Epithelial Cells|Foreskin of penis|HeLa Cells|keratinocyte|Organ,1113,prepuce,M,male,0.686750438,FALSE
GSM960278,ctrl,GSE39293,GPL570,cidofovir(2-),0,"Body tissue|Cell Line, Transformed|Cells|Cells [Chemical/Ingredient]|Entire skin|Foreskin of penis|keratinocyte",1253,skin,,female,0.969051089,FALSE
GSM960286,ctrl,GSE39293,GPL570,cidofovir(2-),0,"Body tissue|Cell Line, Transformed|Cells|Cells [Chemical/Ingredient]|Entire skin|Foreskin of penis|keratinocyte",1253,skin,,female,0.991833766,FALSE
GSM960294,ctrl,GSE39293,GPL570,cidofovir(2-),0,"Body tissue|Cell Line, Transformed|Cells|Cells [Chemical/Ingredient]|Entire skin|Foreskin of penis|keratinocyte",1253,skin,,female,0.986940496,FALSE
GSM1300269,ctrl,GSE53765,GPL6244,carbon nanotube|oxane|single-walled carbon nanotube|water,0,Cells [Chemical/Ingredient]|Cultured Cell Line|macrophage,18,A-549 cell,,male,0.998055229,TRUE
GSM1300270,ctrl,GSE53765,GPL6244,carbon nanotube|oxane|single-walled carbon nanotube|water,0,Cells [Chemical/Ingredient]|Cultured Cell Line|macrophage,18,A-549 cell,,male,0.998506816,TRUE
GSM132966,ctrl,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.694321867,FALSE
GSM132988,ctrl,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.533776902,FALSE
GSM823414,ctrl,GSE33287,GPL10558,estrogen,NA,Cells [Chemical/Ingredient],NA,NA,NA,NA,NA,NA
GSM823415,ctrl,GSE33287,GPL10558,estrogen,NA,Cells [Chemical/Ingredient],NA,NA,NA,NA,NA,NA
GSM823416,ctrl,GSE33287,GPL10558,estrogen,NA,Cells [Chemical/Ingredient],NA,NA,NA,NA,NA,NA
GSM848602,ctrl,GSE34405,GPL96,(R)-noradrenaline,NA,"Cultured Cell Line|Tumor cells, malignant",NA,NA,NA,female,0.897996779,NA
GSM848603,ctrl,GSE34405,GPL96,(R)-noradrenaline,NA,"Cultured Cell Line|Tumor cells, malignant",NA,NA,NA,female,0.926351324,NA
GSM848604,ctrl,GSE34405,GPL96,(R)-noradrenaline,NA,"Cultured Cell Line|Tumor cells, malignant",NA,NA,NA,female,0.917885114,NA
GSM1905679,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.947787802,NA
GSM1905680,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.912589022,NA
GSM1905681,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.86790219,NA
GSM1906320,ctrl,GSE73923,GPL10558,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|everolimus|inhibitor|mTOR inhibitor|PARP-1",1,Cultured Cell Line|Entire breast,149,breast,,NA,NA,FALSE
GSM1906321,ctrl,GSE73923,GPL10558,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|everolimus|inhibitor|mTOR inhibitor|PARP-1",1,Cultured Cell Line|Entire breast,149,breast,,NA,NA,FALSE
GSM1906322,ctrl,GSE73923,GPL10558,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|everolimus|inhibitor|mTOR inhibitor|PARP-1",1,Cultured Cell Line|Entire breast,149,breast,,NA,NA,FALSE
GSM1905655,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,male,0.582854148,NA
GSM1905656,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,male,0.627339209,NA
GSM1905657,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.563204532,NA
GSM1905667,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.867112606,NA
GSM1905668,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.852802269,NA
GSM1905669,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.850655748,NA
GSM1905673,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,male,0.535568094,NA
GSM1905674,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,male,0.537654141,NA
GSM1905675,ctrl,GSE73906,GPL570,antagonist,1,"Body tissue|Colon structure (body structure)|Entire breast|Hematopoietic stem cells|Lung|Ovarian|Pancreas|Stroma|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant",0,"tissues, cell types and enzyme sources",,female,0.61156344,NA
GSM1226554,ctrl,GSE50694,GPL571,17beta-estradiol|estrogen|ethanol|hormone|tamoxifen,1,"Body tissue|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell|Tumor cells, malignant",214,cell culture,,NA,NA,FALSE
